customerID,Churn,Genero,Cliente_Jubilado,Pareja,Dependientes,Meses_Como_Cliente,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Copia_Seguridad_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargos_Mensuales,Cargos_Totales,Cuentas_Diarias
1345-GKDZZ,False,Hombre,False,False,True,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.55,128.6,0.65
1345-ZUKID,False,Hombre,False,False,False,14,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.35,324.8,0.64
1346-PJWTK,False,Hombre,False,True,False,61,True,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Mensual,False,Credit card (automatic),94.15,5731.85,3.14
1346-UFHAX,False,Mujer,False,False,False,13,True,Yes,Fiber optic,Yes,No,No,No,No,No,Mensual,True,Credit card (automatic),80.0,1029.35,2.67
1347-KTTTA,False,Hombre,False,True,False,64,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Anual,True,Credit card (automatic),102.45,6654.1,3.42
1349-WXNGG,True,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),20.05,20.05,0.67
1352-HNSAW,False,Mujer,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),115.6,8220.4,3.85
1352-VHKAJ,False,Hombre,False,True,True,27,True,Yes,DSL,No,No,No,Yes,Yes,Yes,Mensual,False,Bank transfer (automatic),71.6,1957.1,2.39
1353-GHZOS,False,Hombre,False,True,False,22,True,No,DSL,Yes,No,No,No,Yes,No,Anual,True,Bank transfer (automatic),59.75,1374.35,1.99
1353-LJWEM,False,Hombre,False,False,False,11,True,No,DSL,No,Yes,Yes,Yes,No,No,Mensual,True,Electronic check,60.9,688.5,2.03
1354-YZFNB,False,Hombre,False,True,True,4,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),19.55,68.8,0.65
1355-KUSBG,False,Mujer,False,True,True,7,True,Yes,DSL,No,No,No,No,No,No,Mensual,False,Electronic check,48.8,349.8,1.63
1356-MKYSK,False,Hombre,False,False,False,6,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Mensual,False,Credit card (automatic),78.65,483.3,2.62
1357-BIJKI,False,Hombre,False,True,False,50,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Anual,True,Electronic check,98.25,4858.7,3.28
1357-MVDOZ,False,Hombre,False,True,True,11,True,No,DSL,No,No,Yes,No,Yes,No,Mensual,True,Bank transfer (automatic),59.65,683.25,1.99
1360-JYXKQ,False,Mujer,True,True,False,54,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Anual,True,Electronic check,99.1,5437.1,3.3
1360-RCYRT,False,Hombre,False,True,True,23,False,No phone service,DSL,No,No,No,Yes,No,No,Mensual,True,Bank transfer (automatic),30.35,678.75,1.01
1360-XFJMR,False,Mujer,False,True,False,67,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Anual,True,Credit card (automatic),109.7,7344.45,3.66
1363-TXLSL,True,Hombre,True,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,70.3,70.3,2.34
1370-AQYEM,False,Hombre,False,True,True,5,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,Mensual,True,Mailed check,90.35,434.5,3.01
1370-GGAWX,False,Mujer,False,False,False,46,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Anual,True,Electronic check,94.15,4408.45,3.14
1371-DWPAZ,False,Mujer,False,True,True,0,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Bianual,False,Credit card (automatic),56.05,1391.0,1.87
1371-OJCEK,False,Mujer,False,False,False,48,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Bank transfer (automatic),24.35,1133.7,0.81
1371-WEPDS,False,Hombre,True,True,False,40,True,No,DSL,No,No,No,No,No,Yes,Anual,False,Electronic check,55.8,2283.3,1.86
1373-ORVIZ,True,Mujer,False,True,True,11,True,Yes,DSL,No,No,No,Yes,No,Yes,Mensual,True,Electronic check,66.35,740.8,2.21
1374-DMZUI,True,Mujer,True,False,False,4,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,94.3,424.45,3.14
1376-HHBDV,False,Mujer,False,False,False,30,True,No,DSL,Yes,No,No,No,No,No,Mensual,True,Mailed check,48.8,1536.75,1.63
1379-FRVEB,False,Hombre,False,False,True,15,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mensual,True,Electronic check,91.0,1430.05,3.03
1383-EZRWL,True,Mujer,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,20.05,164.85,0.67
1384-RCUXW,False,Hombre,False,False,False,16,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Mailed check,80.55,1248.9,2.68
1385-TQOZW,False,Mujer,False,False,False,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Credit card (automatic),20.45,147.55,0.68
1386-ZIKUV,False,Hombre,False,False,False,7,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,18.95,130.55,0.63
1389-CXMLU,True,Hombre,True,False,False,3,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mensual,False,Electronic check,91.05,289.1,3.03
1389-WNUIB,False,Mujer,False,True,True,20,True,Yes,DSL,Yes,No,No,No,Yes,Yes,Anual,False,Bank transfer (automatic),76.0,1588.75,2.53
1391-UBDAR,False,Hombre,False,False,False,11,True,No,Fiber optic,No,No,Yes,No,No,No,Mensual,False,Electronic check,72.9,818.45,2.43
1393-IMKZG,False,Mujer,False,False,False,1,True,No,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,True,Electronic check,95.85,95.85,3.2
1394-SUIUH,False,Mujer,True,True,False,44,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Mensual,True,Electronic check,85.15,3670.5,2.84
1395-OFUWC,False,Hombre,False,True,True,43,False,No phone service,DSL,No,Yes,No,No,No,No,Mensual,False,Credit card (automatic),29.3,1224.05,0.98
1395-QOUWC,False,Mujer,False,True,True,22,True,No,DSL,No,Yes,No,No,Yes,Yes,Anual,True,Bank transfer (automatic),69.5,1498.2,2.32
1395-WSWXR,False,Hombre,False,False,False,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.75,487.05,0.69
1396-QWFBJ,True,Mujer,False,True,True,21,True,No,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Bank transfer (automatic),74.05,1565.7,2.47
1397-XKKWR,False,Hombre,False,False,False,7,False,No phone service,DSL,Yes,No,Yes,No,No,No,Anual,False,Mailed check,35.3,264.8,1.18
1399-OUPJN,False,Mujer,False,True,True,57,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Bank transfer (automatic),19.75,1272.05,0.66
1399-UBQIU,False,Hombre,False,False,False,11,True,No,DSL,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,69.35,712.25,2.31
1400-MMYXY,True,Hombre,True,True,False,3,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,105.9,334.65,3.53
1400-WIVLL,False,Hombre,False,True,False,57,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Bianual,False,Electronic check,107.95,5969.85,3.6
1401-FTHFQ,False,Hombre,False,True,True,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,True,Credit card (automatic),20.0,445.3,0.67
1402-PTHGN,False,Mujer,False,True,True,18,True,No,DSL,Yes,Yes,No,Yes,No,No,Anual,True,Mailed check,61.5,1087.45,2.05
1403-GYAFU,False,Hombre,False,True,True,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),20.05,1360.25,0.67
1403-LKLIK,False,Mujer,False,True,True,33,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,20.1,579.4,0.67
1406-PUQVY,False,Hombre,False,False,True,1,True,No,DSL,No,Yes,No,No,No,No,Mensual,True,Electronic check,49.9,49.9,1.66
1407-DIGZV,False,Mujer,False,True,True,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.1,52.0,0.64
1409-PHXTF,False,Hombre,True,True,False,54,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Bianual,True,Electronic check,110.45,6077.75,3.68
1410-RSCMR,False,Hombre,False,True,True,7,True,No,DSL,Yes,No,Yes,Yes,No,Yes,Mensual,True,Credit card (automatic),71.35,515.75,2.38
1414-YADCW,False,Hombre,False,True,False,70,True,No,Fiber optic,Yes,Yes,No,Yes,No,No,Bianual,False,Bank transfer (automatic),84.6,5706.2,2.82
1415-YFWLT,True,Mujer,True,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,89.3,89.3,2.98
1421-HCERK,False,Hombre,True,True,False,30,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Mensual,True,Bank transfer (automatic),105.7,3181.8,3.52
1422-DGUBX,False,Hombre,False,True,False,32,True,Yes,Fiber optic,No,No,No,Yes,No,No,Anual,True,Electronic check,79.25,2619.15,2.64
1423-BMPBQ,False,Mujer,False,True,True,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,19.0,19.0,0.63
1427-GOPMO,False,Hombre,False,False,False,57,True,Yes,Fiber optic,No,No,No,No,Yes,No,Anual,True,Electronic check,86.9,4939.25,2.9
1427-VERSM,False,Mujer,False,True,False,56,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Mensual,True,Electronic check,98.7,5669.5,3.29
1428-GTBJJ,True,Hombre,False,False,False,11,True,No,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,74.55,824.75,2.48
1428-IEDPR,False,Hombre,False,False,False,52,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Bianual,True,Electronic check,109.3,5731.4,3.64
1428-QPOOL,False,Mujer,False,True,True,65,True,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),82.5,5215.1,2.75
1429-UYJSV,False,Mujer,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.7,260.9,0.66
1430-SFQSA,False,Hombre,False,False,False,29,False,No phone service,DSL,Yes,No,No,Yes,No,No,Anual,False,Mailed check,35.6,1072.6,1.19
1431-AIDJQ,False,Hombre,False,True,True,33,True,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),82.1,2603.1,2.74
1431-CYWMH,False,Mujer,False,True,True,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),19.05,454.05,0.64
1432-FPAXX,True,Mujer,False,False,False,29,False,No phone service,DSL,No,Yes,No,No,No,No,Mensual,True,Electronic check,30.6,856.35,1.02
1436-ZMJAN,False,Mujer,False,True,False,10,True,No,DSL,No,No,Yes,No,Yes,Yes,Mensual,True,Credit card (automatic),67.8,653.15,2.26
1439-LCGVL,False,Mujer,False,True,False,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.2,459.6,0.64
1442-BQPVU,False,Mujer,False,False,False,13,False,No phone service,DSL,No,Yes,No,No,No,No,Mensual,False,Electronic check,29.15,357.15,0.97
1442-OKRJE,False,Hombre,False,True,True,66,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Anual,True,Bank transfer (automatic),103.15,7031.3,3.44
1444-VVSGW,True,Hombre,False,True,False,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Anual,False,Credit card (automatic),115.65,7968.85,3.86
1447-GIQMR,True,Hombre,False,True,False,1,True,No,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,69.15,69.15,2.31
1447-PJGGA,True,Mujer,False,False,False,57,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Bianual,True,Electronic check,95.25,5464.65,3.18
1448-CYWKC,False,Mujer,False,True,True,58,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Anual,True,Credit card (automatic),105.2,6225.4,3.51
1448-PWKYE,True,Hombre,False,True,True,1,True,No,Fiber optic,No,No,No,No,No,Yes,Mensual,False,Electronic check,80.0,80.0,2.67
1449-XQEMT,True,Hombre,False,False,False,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Mailed check,19.8,58.15,0.66
1450-GALXR,True,Mujer,False,False,False,10,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,True,Electronic check,98.5,1058.25,3.28
1450-SKCVI,True,Mujer,False,False,False,56,True,No,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,73.85,4092.85,2.46
1452-KIOVK,False,Hombre,False,False,True,22,True,Yes,Fiber optic,No,Yes,No,No,Yes,No,Mensual,True,Credit card (automatic),89.1,1949.4,2.97
1452-UZOSF,False,Hombre,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Bianual,True,Credit card (automatic),106.1,7548.6,3.54
1452-VOQCH,False,Hombre,False,False,False,1,True,Yes,Fiber optic,No,No,No,No,No,No,Mensual,True,Electronic check,75.1,75.1,2.5
1452-XRSJV,False,Mujer,False,True,True,39,True,No,DSL,Yes,No,No,No,No,No,Mensual,False,Credit card (automatic),51.05,2066.0,1.7
1453-RZFON,False,Mujer,False,False,True,1,True,No,DSL,Yes,No,No,No,No,No,Mensual,False,Mailed check,49.9,49.9,1.66
1455-ESIQH,True,Hombre,False,False,False,1,True,No,Fiber optic,No,No,No,No,Yes,Yes,Mensual,True,Electronic check,89.1,89.1,2.97
1455-HFBXA,False,Hombre,False,True,False,52,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Bianual,True,Credit card (automatic),91.6,4627.8,3.05
1455-UGQVH,True,Hombre,False,True,False,10,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Mensual,True,Electronic check,98.5,1037.75,3.28
1456-TWCGB,False,Hombre,False,False,False,4,True,No,DSL,No,Yes,No,No,No,No,Mensual,False,Mailed check,49.25,208.45,1.64
1459-QNFQT,False,Hombre,False,True,True,70,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Bianual,False,Bank transfer (automatic),59.5,4144.8,1.98
1460-UZPRJ,False,Hombre,False,True,False,60,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.95,1258.15,0.66
1465-LNTLJ,False,Hombre,True,True,False,8,True,No,DSL,No,No,Yes,Yes,No,Yes,Mensual,True,Credit card (automatic),64.4,581.7,2.15
1465-VINDH,True,Mujer,False,True,True,10,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Credit card (automatic),102.1,1068.85,3.4
1465-WCZVT,False,Mujer,False,True,True,3,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.65,60.65,0.65
1468-DEFNC,False,Hombre,True,True,True,64,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,True,Bank transfer (automatic),24.4,1548.65,0.81
1469-LBJQJ,False,Mujer,False,True,False,66,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensual,True,Electronic check,105.2,6936.85,3.51
1470-PSXNM,False,Hombre,False,True,True,49,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Anual,True,Electronic check,93.65,4520.15,3.12
1471-GIQKQ,False,Mujer,False,False,False,1,True,No,DSL,No,Yes,No,No,No,No,Mensual,False,Electronic check,49.95,49.95,1.66
1472-TNCWL,False,Hombre,False,False,True,36,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,Mensual,True,Electronic check,94.7,3512.5,3.16
1474-JUWSM,False,Mujer,False,True,False,58,True,Yes,DSL,Yes,No,No,Yes,No,Yes,Anual,True,Electronic check,68.4,3972.25,2.28
1475-VWVDO,False,Hombre,False,False,False,7,True,No,Fiber optic,No,No,Yes,No,No,No,Mensual,True,Electronic check,74.9,490.55,2.5
1478-VPOAD,False,Mujer,False,False,False,1,True,No,DSL,No,No,No,No,No,No,Mensual,False,Electronic check,43.8,43.8,1.46
1480-BKXGA,False,Hombre,True,True,False,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),116.05,8404.9,3.87
1480-IVEVR,False,Hombre,True,True,False,35,True,Yes,Fiber optic,No,No,Yes,No,No,No,Anual,True,Bank transfer (automatic),81.6,2815.25,2.72
1481-ZUWZA,True,Hombre,False,False,False,28,True,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Mensual,True,Credit card (automatic),94.5,2659.4,3.15
1482-OXZSY,False,Hombre,False,False,False,30,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Mensual,True,Bank transfer (automatic),100.4,2936.25,3.35
1485-YDHMM,False,Hombre,False,True,True,52,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Mensual,True,Bank transfer (automatic),93.25,4631.7,3.11
1488-PBLJN,False,Mujer,False,True,True,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),116.85,8477.7,3.9
1488-SYSFC,False,Hombre,False,True,True,31,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Electronic check,20.65,702.05,0.69
1492-KGETH,False,Hombre,False,True,True,70,True,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Anual,False,Bank transfer (automatic),78.35,5445.95,2.61
1492-QGCLU,False,Hombre,False,True,True,53,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Mensual,False,Electronic check,85.7,4616.1,2.86
1493-AMTIE,True,Hombre,False,False,False,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,True,Bank transfer (automatic),20.2,20.2,0.67
1494-EJZDW,False,Mujer,False,True,True,10,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,20.15,220.8,0.67
1496-GGSUK,True,Mujer,True,False,False,1,False,No phone service,DSL,No,No,No,No,No,No,Mensual,True,Mailed check,25.7,25.7,0.86
1498-DQNRX,False,Mujer,False,True,False,29,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.85,573.05,0.66
1498-NHTLT,False,Hombre,False,True,True,59,True,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Electronic check,86.75,5186.0,2.89
1501-SGHBW,True,Hombre,False,False,False,2,True,No,DSL,No,No,No,No,No,No,Mensual,False,Mailed check,45.85,81.0,1.53
1502-XFCVR,True,Mujer,False,False,False,58,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Anual,True,Electronic check,106.45,6145.85,3.55
1506-YJTYT,False,Hombre,False,True,True,45,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Bianual,False,Credit card (automatic),73.85,3371.0,2.46
1508-DFXCU,False,Hombre,False,False,False,12,True,No,Fiber optic,No,No,No,No,Yes,No,Mensual,True,Electronic check,81.45,912.0,2.72
1513-XNPPH,True,Mujer,False,False,False,12,True,No,Fiber optic,No,No,Yes,Yes,No,Yes,Mensual,True,Electronic check,89.4,1095.65,2.98
1518-OMDIK,False,Hombre,False,True,False,33,True,No,DSL,No,No,No,No,No,No,Mensual,True,Credit card (automatic),44.55,1462.6,1.48
1518-VOWAV,True,Mujer,False,False,False,9,True,No,DSL,Yes,Yes,No,No,Yes,Yes,Mensual,True,Electronic check,74.65,703.55,2.49
1522-VVDMG,True,Hombre,False,True,True,7,True,No,Fiber optic,No,Yes,No,Yes,Yes,No,Mensual,True,Electronic check,89.75,608.8,2.99
1525-LNLOJ,False,Hombre,False,True,True,66,True,Yes,DSL,No,No,Yes,No,Yes,No,Bianual,True,Bank transfer (automatic),63.3,4189.7,2.11
1527-SXDPN,True,Hombre,False,True,True,52,True,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Bianual,True,Bank transfer (automatic),96.25,4990.25,3.21
1530-ZTDOZ,False,Mujer,False,True,False,49,False,No phone service,DSL,Yes,No,No,No,Yes,No,Mensual,False,Bank transfer (automatic),40.65,2070.75,1.36
1534-OULXE,False,Mujer,False,True,True,61,True,No,DSL,Yes,No,No,No,No,No,Anual,True,Bank transfer (automatic),49.7,2961.4,1.66
1535-VTJOQ,False,Mujer,False,False,False,24,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),25.15,553.0,0.84
1536-HBSWP,False,Mujer,False,False,False,1,True,No,DSL,No,No,No,Yes,No,No,Mensual,True,Electronic check,49.9,49.9,1.66
1536-YHDOE,False,Hombre,False,True,True,17,True,Yes,DSL,Yes,No,No,Yes,No,No,Anual,True,Mailed check,62.1,1096.65,2.07
1539-LNKHM,False,Mujer,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,20.4,266.6,0.68
1541-ETJZO,True,Hombre,False,False,False,1,True,Yes,DSL,No,No,Yes,Yes,No,No,Mensual,False,Mailed check,62.05,62.05,2.07
1543-LLLFT,False,Hombre,True,True,False,61,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Anual,True,Mailed check,98.3,6066.55,3.28
1544-JJMYL,False,Hombre,False,False,False,27,True,No,DSL,Yes,No,Yes,Yes,Yes,No,Anual,False,Credit card (automatic),69.35,1927.3,2.31
1545-ACTAS,False,Mujer,False,True,True,48,True,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Anual,True,Bank transfer (automatic),99.7,4977.2,3.32
1545-JFUML,False,Hombre,False,True,False,71,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Bianual,True,Electronic check,99.0,6994.6,3.3
1548-ARAGG,False,Mujer,False,True,True,4,True,Yes,DSL,No,Yes,No,Yes,No,No,Mensual,True,Mailed check,58.5,224.85,1.95
1548-FEHVL,False,Hombre,False,True,False,61,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Mensual,True,Electronic check,106.2,6375.2,3.54
1550-EENBN,False,Mujer,False,False,False,31,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Mensual,False,Electronic check,104.35,3205.6,3.48
1550-LOAHA,True,Mujer,False,True,False,32,True,No,Fiber optic,No,Yes,No,No,No,Yes,Mensual,False,Bank transfer (automatic),84.15,2585.95,2.8
1552-AAGRX,False,Mujer,False,False,False,30,True,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Mensual,False,Bank transfer (automatic),106.4,3211.9,3.55
1552-CZCLL,False,Mujer,False,True,True,55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Credit card (automatic),20.0,1087.25,0.67
1552-TKMXS,False,Mujer,False,True,False,42,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Credit card (automatic),20.35,869.9,0.68
1555-DJEQW,True,Mujer,False,True,True,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Bank transfer (automatic),114.2,7723.9,3.81
1555-HAPSU,False,Mujer,False,True,True,71,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Credit card (automatic),23.9,1663.5,0.8
1557-EMYVT,False,Mujer,False,False,False,43,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),115.05,4895.1,3.84
1559-DTODC,False,Hombre,False,False,False,19,False,No phone service,DSL,No,No,No,No,No,No,Mensual,True,Bank transfer (automatic),25.15,468.35,0.84
1561-BWHIN,False,Hombre,False,True,True,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Anual,False,Mailed check,19.8,344.5,0.66
1563-IWQEX,False,Mujer,False,False,False,12,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Mailed check,19.7,220.35,0.66
1564-HJUVY,False,Hombre,False,False,False,4,True,No,DSL,No,Yes,No,Yes,Yes,No,Mensual,True,Bank transfer (automatic),63.75,226.2,2.12
1564-NTYXF,True,Mujer,True,False,False,13,True,Yes,Fiber optic,No,No,No,No,No,Yes,Mensual,True,Electronic check,82.0,1127.2,2.73
1565-RHDJD,True,Mujer,False,False,True,4,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,Mensual,False,Bank transfer (automatic),84.05,333.55,2.8
1567-DSCIC,True,Hombre,False,False,False,8,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Mensual,True,Electronic check,94.0,773.65,3.13
1568-BEKZM,False,Hombre,True,True,False,70,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,False,Credit card (automatic),90.05,6333.4,3.0
1568-LJSZU,False,Hombre,False,True,True,68,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Bianual,True,Credit card (automatic),92.2,6392.85,3.07
1569-TTNYJ,True,Hombre,False,True,False,5,True,Yes,Fiber optic,No,Yes,No,No,No,No,Mensual,True,Electronic check,78.75,412.1,2.62
1571-SAVHK,True,Hombre,False,False,False,12,True,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Mensual,True,Mailed check,99.95,1132.75,3.33
1573-LGXBA,False,Hombre,False,True,True,57,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Anual,True,Credit card (automatic),97.55,5598.0,3.25
1574-DYCWE,False,Mujer,False,True,True,51,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Bianual,False,Mailed check,19.95,1028.75,0.66
1575-KRZZE,False,Mujer,False,False,False,4,True,No,DSL,Yes,Yes,No,No,No,No,Mensual,False,Electronic check,55.2,220.65,1.84
1576-PFZIW,False,Hombre,True,True,False,70,True,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Bianual,False,Credit card (automatic),105.35,7511.9,3.51
1577-HKTFG,True,Mujer,False,True,False,30,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,False,Bank transfer (automatic),19.65,655.85,0.65
1579-KLYDT,True,Hombre,False,False,False,7,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Mensual,True,Electronic check,90.45,593.45,3.02
1580-BMCMR,False,Hombre,True,False,False,19,True,No,Fiber optic,Yes,No,No,No,No,Yes,Mensual,True,Electronic check,87.3,1637.3,2.91
1582-RAFML,True,Hombre,False,False,False,1,True,Yes,DSL,No,Yes,No,Yes,No,No,Mensual,False,Mailed check,60.1,60.1,2.0
1583-IHQZE,True,Hombre,False,False,False,12,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensual,True,Mailed check,112.95,1384.75,3.76
1585-MQSSU,True,Hombre,False,False,False,17,True,No,DSL,No,No,No,Yes,No,No,Mensual,False,Mailed check,51.5,900.5,1.72
